REPORT_SPECIES_NAME,REPORT_SPECIES_DISPLAYNAME,REPORT_SPECIES_ID,STRUCTURE_DEF_ID,LINE_ID,FIELD_ID,FIELD_NAME,FIELD_TYPE,START_COLUMN,END_COLUMN,FIELD_WIDTH,IS_SIGNIFICANT,IS_INDEXED,LINE_NAME,LINE_TEMPLATE
SGSIPPCTO001,SGSIPPCTO001:CTO Internal Daily Listing,49135,10813,12,3,TRANSACTION_CATEGORY,Text,43,52,10,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO001,SGSIPPCTO001:CTO Internal Daily Listing,49135,10813,12,4,CIF_TYPE,Text,83,102,20,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO001,SGSIPPCTO001:CTO Internal Daily Listing,49135,10813,12,5,INSTRUCTION_ID,Text,123,162,40,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO001,SGSIPPCTO001:CTO Internal Daily Listing,49135,10813,12,6,MESSAGE_ID,Text,163,202,40,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO002,SGSIPPCTO002:CTO External Daily Listing,49136,10814,12,2,PRODUCT_CODE,Text,3,22,20,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO002,SGSIPPCTO002:CTO External Daily Listing,49136,10814,12,3,TRANSACTION_CATEGORY,Text,43,52,10,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO002,SGSIPPCTO002:CTO External Daily Listing,49136,10814,12,4,CIF_TYPE,Text,83,102,20,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO002,SGSIPPCTO002:CTO External Daily Listing,49136,10814,12,5,INSTRUCTION_ID,Text,123,162,40,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SGSIPPCTO002,SGSIPPCTO002:CTO External Daily Listing,49136,10814,12,6,MESSAGE_ID,Text,163,202,40,1,1,RptDetailLine001,9  AAAAAA                                  AAA                                     AAA                                     999999999999                            A99999999999999                         AAAAAAAAA                               *
SS2033P,SS2033P:User Access Matrix by Department Rpt,42927,10339,8,3,USER_ID,Text,15,24,10,1,1,RptDetailLine001,9  AAAA        *AAAAAAA    AAA AAAAAAAAA                                       A9AAAA             *AA                      *AAAAAA                                                                  *
SS2035P,SS2035P:User ID Monitoring Report,44963,8572,7,3,USER_ID,Text,20,29,10,1,1,RptDetailLine001,99/99/99 99:99:99   AAAAAAAA99   AAAA AAA AAAAA                                       AAAAAA999A   AAAAAAAAA             AAAAAAAA AAAA AAAA (AAAAAAA AAAAAA)    (AAAAAAAAA)                      *
SS2037PA,SS2037PA:LginAcs to Clls OutSideOfStipulated Timig,46545,8869,7,3,User_ID,Text,20,29,10,1,1,RptDetailLine001,99/99/99 99:99:99   AAAAA999     9AAA9999A99999A99999A99A9999999999A999A99AAA         AAAAAA999A   AAAAAA99     AAAAA AAAAAAA AAAAAA AAAAA(99:99-99:99)                                           *
SS2037PB,SS2037PB:Multi Consecutive Failed Logins to Clls,46546,8870,7,3,User_ID,Text,20,29,10,1,1,RptDetailLine001,99/99/99  9:99:99   AAAAA999     999999A99AAAAA9A9A9AA99                              AAAAAA AA AA AAAAAA AAA AAA AAA >99: 99                                                                     *
TRXD001,TRXD001:Daily ATM Transaction In Transactx Rpt,45342,10437,4,1,CARD_NO,Text,0,16,17,1,1,RptDetailLine001,-                 99/99/9999   99:99:99  9999    AA AAAAAAAAAA                  -                AAAAAA    AAA9999                                                                 *
TRXD001,TRXD001:Daily ATM Transaction In Transactx Rpt,45342,10437,4,4,ATM_ID,DigitCode,41,44,4,1,1,RptDetailLine001,-                 99/99/9999   99:99:99  9999    AA AAAAAAAAAA                  -                AAAAAA    AAA9999                                                                 *
TRXD009,TRXD009:Daily CPF Transaction in Transactx Report,46086,8341,4,1,Card_No,Text,0,16,17,1,1,RptDetailLine001,AAAAA999A         99/99/9999   99:99:99  9999    AAAAAAA AAAAAA & AAAAAAA       -                AAAAAA    AAAAAA-9999 9.999%                                       *
TRXD009,TRXD009:Daily CPF Transaction in Transactx Report,46086,8341,4,4,Atm_ID,Text,41,44,4,1,1,RptDetailLine001,AAAAA999A         99/99/9999   99:99:99  9999    AAAAAAA AAAAAA & AAAAAAA       -                AAAAAA    AAAAAA-9999 9.999%                                       *
TRXD009,TRXD009:Daily CPF Transaction in Transactx Report,46086,8341,4,9,Account_No,Text,80,95,16,1,1,RptDetailLine001,AAAAA999A         99/99/9999   99:99:99  9999    AAAAAAA AAAAAA & AAAAAAA       -                AAAAAA    AAAAAA-9999 9.999%                                       *
TRXD011,TRXD011:Money Lock Report,48099,10438,4,3,CARD_NO,Text,23,39,17,1,1,RptDetailLine001,"99/99/9999   99:99:99  9999999999999999  9999    AA            999999999999   AAA      9,999.99           AAAAAAA                                 *"
TRXD011,TRXD011:Money Lock Report,48099,10438,4,5,ACCOUNT_TYPE,Text,49,61,13,1,1,RptDetailLine001,"99/99/9999   99:99:99  9999999999999999  9999    AA            999999999999   AAA      9,999.99           AAAAAAA                                 *"
TRXD011,TRXD011:Money Lock Report,48099,10438,4,6,ACCOUNT_NO,DigitCode,63,76,14,1,1,RptDetailLine001,"99/99/9999   99:99:99  9999999999999999  9999    AA            999999999999   AAA      9,999.99           AAAAAAA                                 *"
VADORMANTR,VADORMANTR:Accounts Login Dormant Report,46717,9107,4,1,LOGIN_NAME,Text,0,12,13,1,1,RptDetailLine001,A9999999                                                                                                                                                                    99/99/9999          99/99/9999                   999               *
VADORMANTR,VADORMANTR:Accounts Login Dormant Report,46717,9107,4,5,FULL_NAME,Text,20,64,45,1,1,RptDetailLine001,A9999999                                                                                                                                                                    99/99/9999          99/99/9999                   999               *
VASGAUD001,VASGAUD001:Virtual Account Audit Log Report,46119,8808,9,4,CUSTOMER_CODE,Text,25,54,30,1,1,RptDetailLine001,9  9999-99-99 99:99:99   999999999                      AA AAAAAAA AAAAAA AAA            A9999999                                                                         AAAAAAAAA:99999999999999                                        *
VASGAUD001,VASGAUD001:Virtual Account Audit Log Report,46119,8808,9,8,USER_ID,Text,89,103,15,1,1,RptDetailLine001,9  9999-99-99 99:99:99   999999999                      AA AAAAAAA AAAAAA AAA            A9999999                                                                         AAAAAAAAA:99999999999999                                        *
VASGTRANS01A,VASGTRANS01A:Virtual Acc Transaction Batch Rpt,46120,8809,12,2,FROM_CHANNEL,Text,3,42,40,1,1,RptDetailLine001,9  AAA                                       AAAA                                      AAAAAAAAAAAAA                             AAAAAAAAAAAAA                             999-999999-9                              *
VASGTRANS01A,VASGTRANS01A:Virtual Acc Transaction Batch Rpt,46120,8809,16,5,CIF,Text,87,126,40,1,1,RptDetailLine005,9  AAA                                       9999-99-99 99:99:99.9                     9                                         999999999999999                           999999999                                 *
VAUSERLISR,VAUSERLISR:VAMS User Listing,46716,9110,4,1,login_name,Text,0,10,11,1,1,RptDetailLine001,A999999            AAA AAAAA AAAAA                  AAAAAAAAAA AAAAAAAAA - AAAAAAAAA                                                                        AAAA AAAAA              99/99/9999                           99/99/9999            *
VAUSERLISR,VAUSERLISR:VAMS User Listing,46716,9110,4,2,full_name,Text,19,67,49,1,1,RptDetailLine001,A999999            AAA AAAAA AAAAA                  AAAAAAAAAA AAAAAAAAA - AAAAAAAAA                                                                        AAAA AAAAA              99/99/9999                           99/99/9999            *
YA1001,YA1001:OCBC MyOwn Account Onboarding Ops Report,48178,10456,8,2,PARENT_CIF,DigitCode,4,18,15,1,1,RptDetailLine001,9   9999999999     AAA999AA999                             A9999999A      9999-99-99     AA             A         999A9A99-9A99-9AAA-99AA-9A9A9999A9                                                                                                          *
YA1001,YA1001:OCBC MyOwn Account Onboarding Ops Report,48178,10456,9,2,CIF,Text,4,18,15,1,1,RptDetailLine002,9   999999999      AAA9999 AAA AAAAAAA                     +9999999999         AAAAAAAA@@AAAA.AAA            A.A                 AAA9999             A.A                 A.A                                                                                  *
YAMGM1001,YAMGM1001:OCBC MyOwn Acc Onboarding MGM Rpt,48446,10560,6,2,campaign_name,Text,4,33,30,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
YAMGM1001,YAMGM1001:OCBC MyOwn Acc Onboarding MGM Rpt,48446,10560,6,7,referral_code,Text,84,97,14,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
YAMGM1001,YAMGM1001:OCBC MyOwn Acc Onboarding MGM Rpt,48446,10560,6,8,referee_cif,Text,99,112,14,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
YAMGM1001,YAMGM1001:OCBC MyOwn Acc Onboarding MGM Rpt,48446,10560,6,9,referee_account_no,Text,114,132,19,1,1,RptDetailLine001,9   AAAAAAA AAAAAAA AAA           99/99/9999               99/99/9999               A9AA99AA       9999999999     999999999999        A                        99/99/9999                    9.99                                                        *
YAMGM1001,YAMGM1001:OCBC MyOwn Acc Onboarding MGM Rpt,48446,10560,7,6,referee_card_application,Text,139,158,20,1,1,RptDetailLine002,9   99/99/9999               AAAAAAA                  A.A                                                         9                        A.A                           A.A                 999999999                                                   *
